id,length,comment,sentiment
14914,21,පරණ පෙම්වතා දැන් සැපද,negative
14915,98,මේ වගේ කතා වලට මොනවා කියන්නද කියලා හිතා ගන්නත් බැ කෙල්ලට අව්රුදු 11.0 මේවා ඇහුවාම නිකන් පිස්සු වගේ,negative
14916,108,දෙකම බබ්බු. අවුරුදු 11 කියන්නේ හය වසර. ඒ වෙද්දි නටන්න ඕන හැම මගුලක්ම නටලා ඉවරයි. අරූට අවුරුදු 11 පේන්නේ 17ට.,negative
14917,51,මේ තව හොඳයි බලන්නකෝ තව ඉස්සරහට අහන්න සිදු වෙන දේවල්,negative
14919,96,පොලීසිය කුඩු දැම්මද දන්නැ ඒවා බිස්නස් කරන්නේ ඒගොල්ලොනේ මටත් තර්ජනය කරා කුඩු දාලා නඩු දානවා කියලා,negative
14920,69,උබ මොකක් හරි මරි වැඩක් කරලා මාට්ටු උනාද. උන් නිකන් කහනවට කුඩු දාන් නෑ,negative
14922,107,ඔයා හරි කතා කරා කියලා තමයි කුඩු දාන්න තර්ජනය කරේ බලං ගියාම ලංකාවේ පොලිස් ත්රස්තවාදය ගැන මිනිස්සු දන්නවා නේද,negative
14923,468,උන් කුඩු විකුණනව විතරද දාන් නැද්ද උඹත් කුඩු විකුණන පොලිස් කාරයෙක්ද නැත්තං නාකොටික්ද නැත්තං කුඩු පොලිස් පුතෙක්ද පොලීසියට බලය දීල තියෙනවාද මූසලයො මිනිස්සුන්ට කුඩු දාන්න කොහොමටත් මම මේක ගැන පැමිණිල්ලක් දාලා තියෙන්නේ තර්ජනය කරන්න ආපු බයික් එක 1553 2020.05.25 පැමිණිලි අංකේ 211 165 අදටත් විමර්ශනයක් නෑ මේවට තමයි කියන්නේ නඩුත් හාමුදුරුනවන්ගේ බඩුත් හාමුදුරුවන්ගෙ කියලා දැන් පොලීසියෙ ඉන්න එවුන්ගෙන් භාගයන්ම කුඩු බිස්නස් කරන එවුන් එක්කො කුඩු මුදලාලිලාගෙ සල්ලි වලින් යැපෙන එවුන්,negative
14925,65,ගෝටා ජනපති රට හරි යට පාලනය කරන කල බීටා ඊට දෙන සහයෝගය අපි අගය කරමු,positive
14926,63,බල්ලාටත් කුඩු බොන්න දීලා ද දන්නෙ නෑ මෙච්චර හොඳට කුඩු හොයා ගන්නේ,negative
14930,83,හිනා වැස්ස කියල ඒකක් ලියන ඒකා නම් අවජාතකයෙක් ක ෙඩ් යනවා අැෙරන්න ෙමාකුත් දන්ෙන් නැහැ,negative
14931,323,ගේට්ටුකරුවෙක් හිටියත් නොහිටියත් දුම් රිය විදුලි සංඥා තිබ්බත් නොතිබ්බත් රේල් පාර හරහා වාහනය දාන්න කලින් අනිවාර්යෙන්ම මම දෙපැත්ත බලනවා. ගේට්ටුකරුට වරදින්න පුලුවන් සංඥාවල තාක්ෂණික දෝෂ තියෙන්න පුලුවන්. කවදාවත් ඔය කාරණා දෙක විස්වාස කරලා තමන්ගෙ හා තමන්ගේ ආදරණීයන්ගේ ජිවිත අවදානමට ලක් කරගන්න එපා. මියගිය සහෝදරියට නිවන් සුව ලැබේවා.,positive
14935,130,රේල් පාරකින් දානකොට දෙපැත්ත බලන්න වෙන්නෙ ගොඩක් වෙලාවට බැහැල තමයි ඉතින්. මොකද ගොඩක් තැන් වල රේල් පාරට දාන්න කලින් දෙපැත්ත පේන්නෙ නෑ,neutral
14938,117,ඔව් ඒ වගේම රේල්පාර දෙසට වාහන පෙලට ගමන් කලත් තමන්ගේ වාහනයට රේල්පාරෙන් එහා ඉඩක් නැති නම් කිසිවිටක රේල් පාරට නොගතයුතුයි.,neutral
14941,57,ඔබට මෙම පිනම ඇති.මතු භවයක දීර්ඝායුෂ ලබන්න. නිවන්සුව නංගි.,positive
14944,137,පොඩි නොඉවසිල්ල විශාල පසුතැවිල්ලකට හේතු වේ. ගේට්ටුකරු නොහිටියානම් ඩ්ංගක් ඉවසලා දෙපැත්තම බලලා වාහනය ඉස්සරහට ගත්තානම් ලමයා බේරගන්න තිබුනානේ.,positive
14947,171,එහෙම කියන්න එපා. එහෙනම් ලංකාවේ හැම තැනම තියෙන දුම්රිය ගේට්ටු ගලවල දාන්න ඕනේ. සම්පුර්න වැරැද්ද ගේට්ටු කරුගේ. ගේට්ටුවක් තියෙන තැනක එක ඇරලා තියෙනවා නම් නවත්තලා බලන්න ඕනේ නැහැ,negative
14948,143,උඹත් මහ ගොන් කතාවක් නෙ බං කියන්නේ. රේල් ගේට්ටුවක් ළඟදී උඹ ල නිකම්ම යනවද නිකමට වත් දෙපැත්ත බලන්නේ නැද්ද. මෙච්චර කල් උඹල ජීවත් වුණු එකත් පුදුමයි.,negative
14950,233,ගේටිටුකරැට ලැබුන දඩුවම මොකක් ද ලංකාවෙි වරදට දඩුවමි අදත් නැත. මෙහිදී රියදුරු ද අපරික්ෂාකාරිව දුමිරිය මාර්ගය හරහා ගොස් ඇත. රියදුරන් කරන වැරදි වලටද රථවාහන පොළීසිය නරන රාඡකාරියක් ද නැති බව මහපාරට ගිය විට පොඩි ලමයෙක්ටත් හැගෙනවනමි කවර කථාද,negative
14951,189,ඕන් තවත් මෝට්ට මෝල් 3ආසන 3 ජෙප්පක් පුදුමයි ජනාධිපතිට බැනල නෑ. එතන ගේට්ටුව මුරට කවුරුත් හිටියාද එලවපු එකා බීලද මොකුත් දන්නෙ නෑ හැබැයි රටටම බනිබනවා. හරියට හම්බන්තොට වරායෙ ගල ගැන 3 කිවුවා වගේ.,negative
14952,91,වැරැද්දක් තිබේදැයි සොයා දඩුවම් දීමක් නැතිව රට හදන්න බැහැ. හැම මගුලටම දේශපාලනය ගාව ගන්න එපා.,negative
14955,22,තවත් 3 ආසන 3 ජෙප්පෙක්.,negative
14956,32,මූ සීයට කීයෙ එකෙක්ද. ගොන් හැත්ත.,negative
14958,79,සසර වසන තුරු මෙවන් අකල් මරණයක් නොවේවාඅමාමහ නිවන දුර නොවේවා. සුගතියකම යලි ඉපදේවා,positive
1496,45,දෙයියනේ තේ බීලත් ඉවරයි. කහ පොල්. ඊලගට තේ කොල.,negative
14960,107,ඔබ දන්නවාද ඔය ගේට්ටු කරුගේ මාසික පඩිය රුපියල් 932යි. හැබැයි මාලගමුවට ලම්බෝගිනි රජයේ අනුග්රහය කොටි එකහමාරයි.,negative
14962,66,එයා ලංකාවට ගෙනාපු ලොව පිළිගත් සම්මාන ලොන්ත කුස් එවෙන්ට් නොවන මොනවද,negative
14973,126,හදන්න බැරිකමක් නෑ. ඒත් කියන්නෙත් ලොකුවට විශ්වාස කරන්න පුළුවන් දේවල් නෙවෙයි. හොඳම දේ රියදුරු තමුන්ව විශ්වාස කරලා වාහනේ එලවන එක.,neutral
14982,59,මේ සකල සිරියෙන් පිරි සිරි ලන්කට් එකේ නැවත නොඉපදෙවා සිස්ටර්.,negative
14985,79,ඇත්ත. ඒක නම් ආස්චර්යයක් තමයි. අනිත් එක ලන්කාව කියන්නෙ කොරෝනා අඩුවෙන්ම කරන රටක්.,positive
14986,195,දැන් ඔය හැම රටක්ම තේරුම් අරන් තියෙන්නේ නිරෝධායන නීතියි සමාජ දුරස්ථභාවයයි එක්ක මේක පාලනය කරන්න බැහැ. වඩාත්ම වැදගත් වන්නේ ටෙස්ට් පාලනයයි. ලංකාව ඉතා විශිෂ්ඨ ආකාරයෙන් පාලනය කර කොරෝනා පරාද කර තියෙනවා.,positive
14987,161,ලංකාවේ කොරෝනා පාලනය කියලා කෙරුණේ ටෙස්ට් අඩුවෙන් කරන එකයි කොරෝනා කාර්ය සාධක බලකාය කියලා රටපුරා ඉස්පිරිතාලවලට හමුදා නිලධාරීන් දාල දොස්තරලාගේ කටවල් වහපු එකයි විතරයි,negative
14988,174,ලංකාවේ කොරෝන නැහැ. අලුතෙන් එන ඔක්කොම පිට රට ඉඳන් එන එව්වා. අනිවාර්යයෙන් පිට රට ඉඳිං එන අයව මාසයක් නිරෝධානය නොකර දවස් 14 කින් එලියට දැමීම තමා ගැටලුව. මාසයක්ම ඇතුලේ තියන්න ඕනා.,positive
14991,61,මෝඩ. කතා කියනින එපා ලංකාව දහ. අනිත් රටවලි එක්ත සසාන කරනින එපෙ,negative
14992,22,4 ඇමෙරිකා එක්සත් ජනපදය,neutral
14994,98,මේ මොන බොරුද. ලංකාවේ කොරෝනා රෝගීන් නැහැ. පැතිරෙන්නේත් නැහැ කොරෝනා ලෙඩෙන් මිනිස්සු මැරෙන්නෙත් නැහැ.,positive
14996,287,එංගලන්තයේ පදිංචි ලාංකිකයෙක් හැටියට කියන්නෙ ලංකාව කොරෝනා පාලනය කල අයුරු ඉතාමත් දුර්වලයි. බටහිර රටවල් අනුගමනය කරන ක්රියාවන් කිසිත් නොකර පාලකයින් තමන්ගේ අවශ්යතාවල් කර ගත්තා විතරයි. අනවශ්ය වෙලාවල ඡන්දෙ තිබ්බා. ඉතින් මට කියන්නෙ තියෙන්නෙ ලංකාවෙ ජීවත් වෙන ඔයාල පුරවැසියො විදිහට ඇත්තටම පව් කියල.,negative
14998,68,ඒක නම් ඇත්ත. ලංකාව නියමෙට ටෙස්ට් ගණන පාලනය කරපු නිසා දැන් කොරෝනා නෑ.,negative
15002,342,මම වසර 19 කට පෙර වලට නිතානු කුලව මුලු පවුල සමගම සංක්රමනය වු අයෙක්මි අපෙ රටෙ අය පිටරටවල ගැන තේරැමක් නැහැ දියුනු රටවල් ගැන අබමල් රෙනුවක දැනිමක් නොමැතිව මෙ නිකං අනික් අය කියන ඒවා අහලා ඒක ගැන කිසිම දෙයක් නොදැන ලියනවා.ලංකාව මැදපෙරදිග රටවල් සමග ඇමරිකාවට. සමාන කරන්න යන එකවිහිලුවක් කියන එක. ලංකාවෙ වත් වලවත් කරපු හෝ හදපු එකක් නෙමනෙ මෙක ලෝක වසංගතයක්,negative
15003,23,4. ඇමෙරිකා එක්සත් ජනපදය,neutral
15004,128,ශුවර් එකටම දේශපාලන ගොබ්බයෙක් ගෑවිලා ඈති. ආට්කල් එක ලස්සනට කොලේ වහලා ලියලා තියෙනවා. එලවපු එකා ගෑන කිසිම දෙයක් නෑ. රෙස්පෙක්ට් සෑර්,negative
15005,131,අනතුර සිදු වූ අවස්ථාවේදී තුවාලකරු රෝහලකට ගෙන යාම සඳහා කඩිනමින් කිසිවෙකුත් ඉදිරිපත් නොවන ආකාරය දර්ශනවල සටහන් වී ඇතැයි වාර්තා පළ විය.,negative
15008,82,නුවරින් බිහිවූ ජාතික වීරයෙක් කියන්න බලන්න නිදහස් සටනට දායක වුණු බොහෝ දෙනෙක් පහත රට,neutral
15009,210,මෝඩයෙක් වගේ කැ ගහන්ඩ එපා බන්. ඔය වාහනේ ගහල තියෙන්නේ කියලා. උබලගේ පැත්තේ නමගිය වීරයෝ ඉන්නේ කොස්ගොඩ සුජි මාකදුරේ මදුෂ් වෙලේ සුද වම්බොට්ටා ගෝනවල සුනිල් සොත්ති උපාලි කඩුවෙල වසන්ත කිබුලා ඇලේ ගුනේ සමයන් අංගොඩ ලොක්කා.,negative
15010,33,උන් තමා පොරවල් නුවර ඉන්නේ හොන්නයෝ,negative
15011,18,කියලා ගහල තියෙන්නෙ,negative
15012,87,උඹලා පවා දුන්න තරම කොතරම් ද කිව්වොත් තාම සිල්වා පෙර්රා කියල දාගතතු නම වෙනස් කරගෙනත් නැ.,negative
15014,251,ඕවා ගැන හිතලා දුක් වෙන්න එපා බන්. මොකා බලයට ආවත් මේ රට මේ විදියට තමා ඉස්සරහට යන්නේ. කොහොම කොහොම හරි මයිග්රේට් වෙන්න උත්සහ කරපන්. තමන්ට බැරි නම් ළමයි හරි යවන්න උත්සහ කරපන්. මන් තාම පසුතැවෙනවා දැනට අව්රුදු 15 විතර කලින් යන්න චාන්ස් එක ඇවිල්ලා නොගිය එකට.,negative
15017,52,ඇක්වා එකත් සුඛෝපභෝගී කියන උබලා මිනිස්සුනම් වෙන්න බෑ.,negative
15018,37,ඇක්වා එකත් අපිට නම් සුකොපබෝගී තමා බන්,positive
15020,44,එකම රටක් එකම නීතියක් වෙනස් බුවාලා සෙට් එකක්.,negative
15025,76,අස්ගිරි විහාර පරිශ්රයේ නවතා තිබු සුඛෝපභෝගී මෝටර් රථයක ද අදාළ රථය ගැටී තිබිණ.,negative
15027,153,මොකෙක් හරි ගොබ්බ කාලකන්නියෙක්ට නිවනට යන්න හදිස්සි වෙලා වගේ. රනිලගෙ චක්ගෝලයො දෙන්නෙක් තමයි අද ආවෙ. ගමේ පන්සලෙන් නිවන හොයාගත්තත් ලොවෙත් අස්ගිරියෙන් නම් බෑ.,negative
15031,189,එහෙම හරි කට්ට කාගෙන ගෙනියන එක තමා යකො මනුස්සකම. උබ ඔය වගේ වැදිලා වැටිල පන ඇදඇද ඉන්නකොට උබව දැක්කෙ නැ වගේ යන එවුන්ටත් කියපන් අනේ මාව ඉස්පිරිතාලෙ ගෙනියන්ඩ එපා තොපි වලට අහු වෙයි කියලා. අනේ යකෝ,negative
15034,15,ඉතිං අපිට පාන්ද,negative
15036,78,එහෙම තියෙද්දිත් මූට මනාප ලකුණු කළ රත්නපුර බුද්ධිමත් ජනතාවට අපේ හදපිරි මෙව්ව එක,positive
15040,46,ඉතිං හරි නේ. එක රටක් එක නීතියක්. එක වාට්ටුවක්.,neutral
15041,58,දැන් මූට මරණ දඬුවම නියම කරපු නඩු කාරයා හිරේ යයිද දන්නෙ නෑ.,negative
15042,147,මෙතන ලොකු වරදක්නෙ වෙලා තියෙන්නෙ. පොලීසියෙන් බොරු සාක්කි හදලා. වහාම ඒ පොලිස් නිලදාරියාව අත්අඩංගුවට ගතයුතුයි. මෙතුමාව වහාම නිදොස්කොට නිදහස් කලයුතුයි.,positive
15043,118,63 ලක්ශය අස්සෙ මූට ඡන්දය දුන්නු 50000ක් 60000ක් ඡන්ද ඇති. ඒත් ලක්ශ 62ක් මේවගේ වැඩවලට කැමති නැහැ කියල මුන්ට ආයෙ තේරෙයි.,negative
15044,49,සහරාන්කාරයට බෝම්බ ගහන්න තිබ්බේ ඔය 3 වෙනි වාට්ටුවට,negative
15045,50,ඊළඟ පියවර මේ එක එකේ 3 වාට්ටුව හදලා අපිට සේවය කරනවා,neutral
15046,87,එක රටක් එක නීතියක් ඔබ සහ මට සාපේක්ෂ වුවද රාජපක්ෂලා හෝ ඔවුන්ගේ වන්දිභට්ටයන් හට අදාළ නොවේ,negative
15050,62,මේ ඔක්කොම කට්ටිය ඉතා ඉක්මනින් නිදහස් වෙනවා ඕන්නම් බොරුද බලන්න.,neutral
15052,91,චොකා මොකා උනත් ජනපති තුමනි නීතිය කාටත් සාධාරණ ලෙස ඉටුවිය යුතුයි.ජනතාව ගේ බලාපොරොත්තු ව එයයි,positive
15053,8,මාර වෙනස,neutral
15054,28,තරාතිරම නොබලා දඩුවම් දුන්නා.,neutral
1511,72,මුනුත් දැනගෙන හිටියා. ආණ්ඩුව එකක් තිබ්බ ඇරියස් එකට පුපුරනකම් බලන් හිටියා,negative
1512,48,ගහන එක දැනගෙන හිටියත් මෙහෙම ගහයි කියලා හිතුවෙ නෑ,negative
1519,80,වසංගතයක් නැතත් ආර්ථිකය කවදත් ගොඩ ගන්න බැරි එකම රටත් ඔය කියන චීනයේම කොළණියක් තමයි,negative
1521,83,චීනා ජීව බෝම්බයක් දාල මුළු ලෝකයම අඩපණ කරල උන් විතරක් වැජඹෙන්නයි බලාපොරොත්තු වෙන්නෙ.,negative
1528,15,අපේ රට ආඩම්බරය්,positive
1529,76,චීනයේ කරලා දියුණු වනවා ඒකට අපේ එවුන් සුද්දා වගේ කරන්න ගිහින් අනාගන්නයි යන්නේ,negative
1530,79,ඒකාලේ අපි කිව්වේ ජැපනා හපනා කියල.දැන් අපිට කියන්න වෙලා තියෙන්නේ චීනා හපනා කියල.,positive
1531,83,ජපනා තාම හපනා. හැබැයි අවුලකට තියෙන්නේ කොමිස් දෙන්නෙ නෑ. ඒ නිසා උගෙන් වැඩක් නෑ ඉතින්,negative
1533,30,අවුලක් නෑ තාම සමාජ ගතවෙලා නෑනේ,positive
1535,32,නිදුක් නිරොගී සුව ප්රර්ථනා කරමි.,positive
1540,13,එතකොට කොමඩු 2,neutral
1541,94,සමහර ෆොටෝ වෙලට ලස්සනයි. හැබැයි දෙවෙනි ඉනිමෙ දැක්කාම නම් හිතෙන්නෙ චිහ්. මෙලෝ රහක් නෑ කියල තමයි.,negative
1542,8,කවුද මේ.,neutral
1545,60,නියම කද. රටට ආඩම්බරයි මෙහෙම ලස්සන කෙල්ලෝ ලංකාවේ ඉන්න එක ගැන.,positive
1548,20,මූ තනිකර ගොං හරකෙක්.,negative
155,24,මගේ රටට දළදා හිමි සරණයි.,positive
1552,46,කොහොමද කොල්ලා හේමාල් එහෙම. ජයසිරි මංගලම් ලගදිම,positive
1554,40,ඇත්තටම ලංකාවේ ගැහැනු මේ තරම් මහත කැත ඇයි,negative
1555,27,උන්ට හොදට කන්න තියෙනව මෙහෙ.,positive
1559,77,ඔහොම එව්වා ලියන්න හිතෙන එක ලෙඩක්. මනෝ වෛද්යවරයෙක් හම්බ වෙලා බෙහෙත් ටිකක් ගන්න,negative
156,72,දළදා හාමුදුරුවෝන්ගෙ පිහිට ලැබෙන්න නම් රටෙ පාලකයන් සුචරිතයෙ හැසිරෙන්න ඕනි,positive
1563,60,ඒක ලංකාවට ආඩම්බරයක්. ගොං කිරි ඕන නෑ මෙහෙට. මව් කිරි තියෙනවා.,positive
1564,96,තව බලාගෙන ඉමු රටටම පැතිරෙනකං.රටම වහන් නැතුව.රටට සැණකෙළියක් වගේ කාටවත් මෙලෝ වගක් නෑ කොවිඩ් කියලා.,negative
1565,49,දෙයියනේ කියලා ජන්ද බාදාවක් උනේ නැහැනේ.ඒ ඇති මටනන්,positive
1568,28,බලපන් මොළ හතා නැති එකේ පාඩුව,negative
1570,50,ඕකත් වෙනකල් තමා මාත් බලාගෙන හිටියේ මන්ද පමා කියලා.,neutral
1576,55,මේ වගේ නාකි හම්පඩ පාර්ලිමේන්තු යවන බලු වහලුන්ට ශාප වේවා,negative
1581,89,මෙයා කිව්ව විදියට ලංකාවෙන් 19 තුරන් වෙලා ගොඩක් කල්.දැන් මෙයා කියන විදියට මෙහෙ තියෙන්නෙ 20,neutral
1582,33,පව්. අන්තිමට මස් කට්ටක් හම්බවෙලා.,negative
1583,73,බෝටා දැන් වැඩ කරන්නෙ සීතක්කා කියන විදියටද මන්දා. පබා ගැන අහන්නත් නෑ දැන්.,neutral
1586,77,මූණ දක්කහම මං නම් දනගත්තා හොර තක්කඩියෙක් කියලා. මෙයා හරියන්නේ රාජපක්ෂලටම තමා.,negative
1587,61,ඔහු මෙයා මැදමුලනේ අස්සෙ රිංගලා හිටියා පහුගිය මහමැතිවරණ වෙලාවේ,negative
1588,19,අම්මො ඇයි බං මෙහෙම.,neutral
1589,52,කට්ටල ගෙන්නනත් ටේන්දරයෙන් ගසා කාලා අහු උනා නේද මෙයා.,negative
1599,57,අපි දොස්තර හොද හිත කියල හිතන් හිටියට මෙයා දොස්තර දිව දෙක.,negative
160,43,අනේ ගුනරුවන් යුද්දෙට නැති කඩුව කොස් කොටන්නද,negative
1607,14,කි තැනක ඔය වගේ,neutral
1608,74,105 ආපු රෝගියා නිසා 1012 රෝහල වහන්නේ මොකටද දැන් වෙන්න ඕන හරියවෙලා ඉවරයිනෙ.,negative
161,87,මොකක්ද බම් මේ මනුස්සයගෙ නහයෙන් ඇඩිල්ල. අර විශ්රාමික මේජර් ජෙනරල් අජිත් අ ප්රසන්නගෙ වගේ.,negative
1610,34,දැන් ඕකට ගිය කට්ටියට මොකක්ද වෙන්නේ,neutral
1620,29,ඔය ගැන රිසි ආච්චිට කියන්න එපා,neutral
1622,92,රටෙන් අවිදිමත්ව ගෙන්වපු කහටික විනාස කරනවා කුඩුටික රකිනවා.මේවත් කොහෙ කෙහෙ ගිහින්ද දන්නෑ ඉතින්,neutral
1623,75,කොටි ත්රස්තවාදීන් විමුක්ති කොටි උනේ කවද ඉදලද බන්. නොදකින් තොපි වගේ කාලකන්නි,negative
1624,56,විමුක්ති කොටි නොවී කොටි ත්රස්තවාදීන් ලෙස වෙනස්විය යුතුයි,negative
1627,90,මාතලේ ප්රදේශයේ බෙදා හැරීම් කරනවා ද එසේ නම් දන්වන්න. නිර්මාණාත්මක ව්යවසායකයෙක්. සුභ පැතුම්.,positive
1629,54,නයනා උපාසිකාවට පොල්තෙල් ඕන පහන් පත්තුකරන්න නම් නෙවෙයි.,neutral
1632,37,ඒ වුනාට ප්රමිති සහතිකයක් තියෙන්න ඕනෙ.,neutral
1635,47,හපොයි මේ මොකද මෙයා එහෙ වැඩේ දෙල් වීගෙනයි එන්නෙ.,negative
1638,67,හොඳම පොල් පැණිද.කවලම්ද. හොඳම පොල් හකුරු ගන්නත් පුලුවන්ද. අපි කඩුවෙල,neutral
1642,77,ඕකා බොන්න සල්ලි හොයා ගන්න ඇත්තේත් පැනලා යනකොට හම්බ උනු එකෙකුගෙන් ජරාවක් අරගෙන,negative
1647,43,කොරෝන නොහැදුනොත් තමා පුදුමෙ. ගිනි පොලී වලට.,negative
1649,78,ගිය ආණ්ඩුව තිබුණා නම් අපි ඉවරයි කියලා වැලලිච්ච උන් දැන් මොකද දන්නේ නෑ කියන්නේ.,negative
1650,46,උඹලට එයත් තප්පුලන්න පටන් ගත්තා ආණ්ඩුව ගහන පදේට,neutral
1651,65,යන විදිහට තව ටික කාලයක් යන කොට 19 සාමාන්ය වෛරස් උණක් බවට පත්වෙයි.,neutral
1665,31,මදිවට හදපල්ලකො දැන් ඩයිනොසෝරත්.,negative
1666,13,යෙ එකක් දාමු.,neutral
1668,36,බුදු අම්මෝ චීනෙන් නම් තව මොකුත් එපෝ.,negative
1669,132,මේ කලලයෙන් ඩී එන් ඒ කොටස් අරගෙන කිඹුලෙක් වගේ සතෙකුගෙ බිත්තරයකට එකතු කරලා ජුරාසික් පාක් වගේ ඩයිනසෝරයෙක් හදන්න චීන්නුන්ට පුළුවන් වෙයි.,positive
1670,30,මුං මුළු ලෝකෙම කන්න වගේ හදන්නේ,negative
1673,4,පට්ට,positive
1676,50,ඕක ලංකාවේ හමුඋනා නම් ඩොලර් ප්රශ්නේ විසඳගන්න තිබුන.,positive
168,32,මොනව කලත් මියෝ නම් සිංහයෝ නොවෙති,negative
1687,70,අනේ පින් සිද්දවෙයි ආයුර්වේද වේද මහත්වරුනි. පොඩ්ඩක් පැත්තකට වෙලා ඉන්නවද,negative
1691,66,ඇම්බියුලන්ස්වලට ගල් ගහන්න කියපු එකාට ඕන මෝඩ කතාවක් කියන්න පුලුවන්.,negative
1692,82,ගම්පහ අදිරිනීතිය රට පුරා කොරෝනා මේ ගෙ පුතාලා ඇයි ලොක් ඩවුන් කරන්නෙ නැතුව බලං ඉන්නේ,negative
1693,67,වෙන මොකවත් නෙවෙයි බං රජය බයයි ආයෙත් 5000 කියලා ළඟ ඡන්ද කුත් නැහැ නේ,negative
1695,50,රෝගය සමාජ ගතවෙලා නැති නිසා බය වෙන්න අවශ්යතාවක් නෑ.,positive
1697,77,මොන බූරු කතාවක්ද ඕයි ඒ. සමාජ ගත වෙලා නැත්නම් ඔය පොකුරු අහු වෙන්නෙ වෙන රටකින්ද,negative
17,19,මට නමි අපැහැදිලියි.,negative
170,45,අනේ අපේ බයි ජනතාවට ගුණ ජය සහ සග රුවනේ පිහිටයි,positive
1701,77,අනේ ඔව් උන් ටික මැරිලම පල. මිනිස්සු අසනීප වෙනවා මුන් 20 ගැන මගුලක් කතා කරනවා.,negative
1710,14,ඔබ හරියටම හරි.,positive
1716,11,ජන්දය ඉවරයි,neutral
1720,34,මූ හින්දා තමයි සයිටම් වහුනේ. පරයා.,negative
1735,54,ඒක තමා බං අපිත් අහන්නේ.උබලනේ පත්කරේ සැර්ව අපෙන් අහන්නේ,neutral
1737,79,සුවසැරියෙන් ගේන් ලෙඩ්ඩු ඉස්පිරිතාලෙට බාරගන්නේ නෑ කියාපු කාලකන්නි වේ පුතානෙ මේකා,negative
1757,28,ඉදිරිපත් වෙන්න ඇයි මන්ද පමා.,neutral
1760,52,ගොඩක් බස්වල කැමරාවල ලයිට්ස් ඕන් විතරයි. නෝ රෙකෝඩින්.,neutral
1767,53,ලාච්චුව ඇරලා වහමු.රටේ කරුමෙට ඉපදුන කාලකන්නි.තූනෙදකින්,negative
1769,57,මුන්ට මොන අසහනයක් හැදිලද මම හිතන්නෙ ෆිල්ම් බලල වෙන්න ඕනි.,negative
1770,68,මුන් උල තියන්න ඕනෑ කාලකණ්ණි ජීවිත කීයක් අනතුරේද රියදුරු මහතාට උපහාරය,negative
1775,28,කඳු රට පර දෙමෙල්ලුගේ වැඩ ඕවා,negative
1778,16,නල්ල මලේ පුරසාරම,negative
1782,89,කටුකුරුන්දට එන්න කිව්වහම බැහැ කිව්ව මොවුන්ට එරෙහිව වහාම විනය පරීක්ශනයක් පැවැත්විය යුතුයි.,negative
1787,66,නෑ මේක 38 වර්ගයේ සැහැල්ලු ගුවන්යානයක්. පුහුනු කරන්නම හදපු එකක් මේක,neutral
1792,14,රැස්පෙක්ට සර්.,positive
1794,30,චීනගේ ටෙස්ටින් කිට් ඔහොම තමයි,neutral
1797,42,අවන්ත ගෙ බොහෝ විට කාලෝචිතයි. නිර්මාණශීලියි,positive
18,412,පුටින් වගේ පොරකුත් ලෝකෙ ඉන්න ඕනි. නැත්තම් ඇමරිකා අයි.එස් එක යවල රටවල් ප්රශ්න ඇති කරල. පස්සෙ ඇමරිකා ආමි බැහැල රට අල්ලනව. තුර්කියට කරන්න ගියේ ඒක. සිරියාවට් කලෙත් ඒක. මෙක්සිකෝවෙ රුසියාවෙන් මිසයිල සෙට් කලොත් ඇමරිකාව මෙක්සිකෝවට ගහන් නැතුව ඉන්නවද නෑ නේ. අන්න ඒ වගෙ තමා. යුක්රේන් නේටො එකට සෙට් උනානම් රුසියාවට කෙල වෙනව. ඒකයි පුටින් මේ කලින් ගැහුවෙ. ජපානෙන් යවපු ආයුධ නැවට රුසියාව කලු මුහුදෙදි ගැහුව. ජපානෙ සද්දයක් නෑනෙ.,negative
180,70,ඌරගෙ මාලු ඌරගෙ ඇගේම තියලා කපන්න දැන් අනිත් මාද්යවේදියොන්ට පුලුවන් ඔන්න,negative
1803,36,ලස්සන කෙල්ලෙක් පවු කොරෝනා නෙවෙයි නේද,positive
181,49,ඕකුන් කරන්නෙ බලයේ ඉන්න ආන්ඩුවට කඩේ යන එක හොඳ වැඩේ,negative
1812,7,අනේ පවු,negative
1813,48,අපේ ගෙදර නැවතිලා හිටියනං මම නං මැරෙන්න දෙන්නෙ නෑ,positive
1814,74,20 පූර්ණ මුක්තිය සංස්ථා ලොක්කෝ අයාලේ වැඩ නෝ සාධාරණ මැතිවරණය කාලා වරෙල්ලාකෝ,negative
1817,88,ජනමත විමසුමක් අවශ්ය නොවන බවට තීන්දුව දීපු එකා ශුවර් එකටම අගවිනිසුරු පට්ටමට මාන බලනවා ඇති,neutral
1839,18,මඩේ පිපුණු නෙළුමක්,positive
184,65,විපක්ෂ නායක කිව්වෙ රනිල් ද සජිත් ද ඒකෙනුත් රනිල් බේරිල ඇති හැබැයි,neutral
1841,35,ඔබ පියා වැනිම උගතෙක් වීම සතුටක් දුව,positive
1842,45,මං නිතර 255 යන පොරක් මං මෙයාව කවදාවත් දැකල නෑ,neutral
1843,84,පාට ලීට කමෙන්ට්ස් දාපු එවුන්ට ගෙවලා හරි වියදම් ඇති. පුදුමයි ලොල් ලාල් ට ගෙවලා නැත්තේ,negative
1844,86,අති විශිෂ්ඨයි ආදරණීය දුව ඔබ අපට මහත් ආඩම්බරයක්. ඔබේ අනාගතය සර්වප්රකාරයෙන්ම සාර්ථක වේවා,positive
